iter	Passed	Remaining
1667	33806	26996
1668	33824	26974
1669	33846	26955
1670	33872	26939
1671	33885	26914
1672	33907	26894
1673	33925	26872
1674	33945	26852
1675	33964	26831
1676	33975	26803
1677	33987	26776
1678	34004	26753
1679	34022	26731
1680	34040	26710
1681	34055	26685
1682	34071	26662
1683	34082	26634
1684	34093	26606
1685	34108	26583
1686	34122	26557
1687	34140	26535
1688	34150	26507
1689	34171	26488
1690	34188	26465
1691	34205	26442
1692	34216	26415
1693	34234	26393
1694	34248	26368
1695	34273	26351
1696	34290	26328
1697	34303	26303
1698	34320	26280
1699	34338	26259
1700	34356	26236
1701	34377	26217
1702	34390	26191
1703	34406	26167
1704	34418	26141
1705	34431	26116
1706	34442	26089
1707	34451	26060
1708	34467	26037
1709	34483	26014
1710	34501	25992
1711	34517	25969
1712	34538	25949
1713	34568	25936
1714	34587	25915
1715	34600	25889
1716	34618	25868
1717	34643	25851
1718	34681	25844
1719	34706	25827
1720	34729	25809
1721	34751	25791
1722	34776	25774
1723	34794	25752
1724	34819	25735
1725	34834	25711
1726	34853	25691
1727	34875	25672
1728	34899	25654
1729	34912	25629
1730	34930	25607
1731	34961	25595
1732	34981	25575
1733	34992	25548
1734	35009	25525
1735	35016	25495
1736	35024	25466
1737	35044	25446
1738	35053	25418
1739	35065	25392
1740	35082	25369
1741	35093	25342
1742	35109	25320
1743	35122	25294
1744	35137	25270
1745	35156	25249
1746	35171	25226
1747	35189	25204
1748	35201	25178
1749	35220	25157
1750	35240	25136
1751	35248	25108
1752	35259	25082
1753	35273	25057
1754	35290	25035
1755	35303	25010
1756	35319	24986
1757	35329	24959
1758	35342	24934
1759	35357	24910
1760	35372	24887
1761	35390	24865
1762	35408	24844
1763	35427	24823
1764	35439	24797
1765	35469	24784
1766	35486	24762
1767	35502	24738
1768	35516	24715
1769	35528	24689
1770	35540	24663
1771	35557	24641
1772	35568	24615
1773	35587	24593
1774	35606	24573
1775	35631	24556
1776	35647	24533
1777	35666	24513
1778	35686	24493
1779	35702	24470
1780	35723	24451
1781	35735	24424
1782	35751	24402
1783	35769	24381
1784	35787	24359
1785	35800	24334
1786	35810	24308
1787	35835	24291
1788	35845	24264
1789	35861	24241
1790	35870	24214
1791	35888	24192
1792	35906	24170
1793	35919	24146
1794	35935	24123
1795	35949	24099
1796	35965	24076
1797	35982	24055
1798	35995	24030
1799	36009	24006
1800	36021	23980
1801	36036	23957
1802	36052	23935
1803	36070	23913
1804	36083	23889
1805	36101	23867
1806	36115	23843
1807	36135	23823
1808	36143	23796
1809	36160	23773
1810	36174	23749
1811	36185	23724
1812	36197	23698
1813	36215	23677
1814	36232	23655
1815	36245	23631
1816	36257	23606
1817	36272	23582
1818	36282	23556
1819	36295	23532
1820	36309	23508
1821	36322	23483
1822	36342	23464
1823	36355	23439
1824	36370	23416
1825	36383	23392
1826	36407	23374
1827	36415	23347
1828	36427	23322
1829	36443	23300
1830	36461	23279
1831	36476	23255
1832	36492	23233
1833	36510	23212
1834	36526	23190
1835	36538	23164
1836	36553	23141
1837	36565	23116
1838	36580	23094
1839	36591	23068
1840	36603	23043
1841	36614	23018
1842	36632	22997
1843	36644	22972
1844	36674	22958
1845	36705	22946
1846	36715	22920
1847	36737	22901
1848	36755	22879
1849	36769	22856
1850	36788	22836
1851	36804	22813
1852	36818	22790
1853	36833	22767
1854	36842	22740
1855	36855	22717
1856	36882	22701
1857	36904	22682
1858	36920	22660
1859	36931	22635
1860	36947	22613
1861	36959	22588
1862	36976	22566
1863	36988	22542
1864	37011	22524
1865	37035	22506
1866	37054	22486
1867	37069	22464
1868	37084	22441
1869	37105	22422
1870	37120	22399
1871	37137	22377
1872	37149	22353
1873	37164	22330
1874	37178	22306
1875	37197	22286
1876	37206	22260
1877	37219	22236
1878	37243	22219
1879	37252	22193
1880	37277	22176
1881	37303	22160
1882	37324	22141
1883	37348	22123
1884	37370	22105
1885	37384	22081
1886	37398	22058
1887	37417	22038
1888	37438	22019
1889	37460	22000
1890	37471	21975
1891	37485	21952
1892	37502	21930
1893	37513	21905
1894	37533	21886
1895	37546	21862
1896	37562	21840
1897	37574	21816
1898	37586	21791
1899	37599	21767
1900	37633	21756
1901	37662	21742
1902	37691	21727
1903	37709	21706
1904	37729	21686
1905	37745	21665
1906	37759	21642
1907	37795	21631
1908	37808	21607
1909	37820	21583
1910	37838	21562
1911	37849	21537
1912	37863	21514
1913	37871	21487
1914	37885	21465
1915	37897	21441
1916	37915	21420
1917	37930	21397
1918	37942	21373
1919	37962	21354
1920	37978	21331
1921	37997	21311
1922	38011	21288
1923	38023	21264
1924	38036	21241
1925	38056	21221
1926	38077	21202
1927	38091	21179
1928	38109	21158
1929	38126	21137
1930	38141	21114
1931	38157	21093
1932	38174	21071
1933	38195	21053
1934	38233	21043
1935	38259	21026
1936	38272	21003
1937	38288	20981
1938	38310	20963
1939	38343	20950
1940	38387	20943
1941	38402	20921
1942	38421	20901
1943	38438	20880
1944	38467	20865
1945	38510	20858
1946	38525	20835
1947	38541	20814
1948	38564	20795
1949	38576	20771
1950	38591	20749
1951	38624	20737
1952	38640	20715
1953	38657	20693
1954	38671	20671
1955	38690	20650
1956	38697	20624
1957	38712	20602
1958	38730	20580
1959	38748	20560
1960	38755	20533
1961	38777	20515
1962	38788	20491
1963	38811	20472
1964	38828	20451
1965	38847	20431
1966	38862	20408
1967	38877	20387
1968	38885	20361
1969	38897	20337
1970	38911	20314
1971	38925	20291
1972	38933	20266
1973	38947	20243
1974	38963	20221
1975	38980	20200
1976	38997	20179
1977	39009	20155
1978	39018	20130
1979	39031	20107
1980	39037	20080
1981	39049	20056
1982	39066	20035
1983	39080	20012
1984	39098	19992
1985	39106	19966
1986	39128	19948
1987	39146	19927
1988	39165	19907
1989	39176	19883
1990	39196	19864
1991	39212	19842
1992	39229	19821
1993	39240	19797
1994	39254	19774
1995	39263	19749
1996	39289	19733
1997	39305	19711
1998	39316	19687
1999	39330	19665
2000	39347	19644
2001	39364	19623
2002	39377	19600
2003	39392	19578
2004	39411	19558
2005	39454	19550
2006	39463	19525
2007	39479	19503
2008	39516	19492
2009	39532	19471
2010	39551	19451
2011	39571	19431
2012	39580	19406
2013	39597	19385
2014	39613	19364
2015	39628	19342
2016	39635	19316
2017	39640	19290
2018	39654	19267
2019	39662	19241
2020	39678	19220
2021	39702	19203
2022	39720	19182
2023	39737	19162
2024	39766	19146
2025	39781	19125
2026	39795	19102
2027	39811	19081
2028	39839	19065
2029	39853	19043
2030	39871	19022
2031	39895	19005
2032	39912	18984
2033	39926	18961
2034	39946	18942
2035	39962	18921
2036	39970	18895
2037	39988	18875
2038	40001	18853
2039	40017	18831
2040	40033	18810
2041	40050	18789
2042	40077	18773
2043	40098	18754
2044	40110	18731
2045	40140	18716
2046	40157	18695
2047	40172	18673
2048	40204	18659
2049	40215	18636
2050	40223	18611
2051	40248	18594
2052	40269	18575
2053	40273	18548
2054	40292	18528
2055	40317	18511
2056	40335	18491
2057	40354	18471
2058	40378	18453
2059	40390	18430
2060	40398	18405
2061	40417	18385
2062	40436	18365
2063	40459	18347
2064	40469	18323
2065	40493	18306
2066	40513	18287
2067	40535	18268
2068	40557	18250
2069	40578	18230
2070	40587	18206
2071	40603	18185
2072	40617	18163
2073	40632	18141
2074	40645	18119
2075	40660	18097
2076	40678	18077
2077	40695	18056
2078	40712	18035
2079	40735	18017
2080	40755	17998
2081	40771	17976
2082	40791	17957
2083	40812	17938
2084	40831	17918
2085	40850	17899
2086	40864	17877
2087	40888	17859
2088	40907	17839
2089	40922	17818
2090	40943	17798
2091	40959	17777
2092	40972	17755
2093	40988	17734
2094	41001	17711
2095	41014	17689
2096	41030	17668
2097	41047	17647
2098	41058	17624
2099	41072	17602
2100	41080	17578
2101	41093	17555
2102	41105	17533
2103	41177	17535
2104	41197	17516
2105	41238	17505
2106	41267	17490
2107	41289	17471
2108	41328	17460
2109	41344	17439
2110	41368	17421
2111	41395	17404
2112	41409	17382
2113	41425	17361
2114	41443	17341
2115	41457	17319
2116	41470	17297
2117	41482	17274
2118	41496	17252
2119	41521	17235
2120	41543	17216
2121	41568	17199
2122	41592	17181
2123	41609	17160
2124	41631	17142
2125	41655	17124
2126	41690	17111
2127	41708	17091
2128	41734	17073
2129	41762	17058
2130	41776	17036
2131	41791	17014
2132	41805	16992
2133	41816	16969
2134	41837	16950
2135	41849	16927
2136	41864	16906
2137	41882	16886
2138	41899	16865
2139	41921	16846
2140	41948	16830
2141	41960	16807
2142	41977	16787
2143	41999	16768
2144	42016	16748
2145	42034	16727
2146	42046	16705
2147	42053	16680
2148	42067	16658
2149	42081	16636
2150	42094	16614
2151	42100	16589
2152	42119	16569
2153	42132	16547
2154	42143	16524
2155	42154	16501
2156	42169	16480
2157	42178	16456
2158	42193	16435
2159	42207	16414
2160	42226	16394
2161	42245	16374
2162	42262	16353
2163	42277	16332
2164	42286	16308
2165	42310	16291
2166	42327	16270
2167	42347	16251
2168	42364	16230
2169	42381	16210
2170	42397	16189
2171	42417	16170
2172	42424	16145
2173	42446	16127
2174	42459	16105
2175	42479	16085
2176	42492	16064
2177	42507	16042
2178	42515	16018
2179	42529	15997
2180	42540	15974
2181	42551	15951
2182	42565	15930
2183	42575	15907
2184	42583	15883
2185	42604	15864
2186	42627	15846
2187	42652	15828
2188	42671	15809
2189	42683	15787
2190	42696	15765
2191	42708	15742
2192	42720	15720
2193	42736	15699
2194	42764	15683
2195	42781	15663
2196	42793	15640
2197	42808	15619
2198	42822	15598
2199	42837	15577
2200	42855	15557
2201	42868	15535
2202	42888	15516
2203	42908	15496
2204	42929	15478
2205	42954	15460
2206	42998	15449
2207	43026	15433
2208	43043	15412
2209	43065	15394
2210	43104	15381
2211	43136	15367
2212	43152	15346
2213	43176	15328
2214	43197	15309
2215	43210	15287
2216	43229	15267
2217	43253	15249
2218	43266	15228
2219	43298	15212
2220	43315	15192
2221	43342	15175
2222	43373	15160
2223	43388	15139
2224	43406	15119
2225	43423	15098
2226	43435	15076
2227	43457	15057
2228	43473	15037
2229	43496	15019
2230	43513	14998
2231	43550	14984
2232	43571	14966
2233	43601	14950
2234	43619	14930
2235	43638	14910
2236	43651	14888
2237	43669	14868
2238	43686	14848
2239	43699	14826
2240	43713	14805
2241	43736	14786
2242	43753	14766
2243	43767	14745
2244	43777	14722
2245	43790	14700
2246	43810	14681
2247	43830	14662
2248	43844	14640
2249	43854	14618
2250	43868	14596
2251	43898	14580
2252	43921	14562
2253	43952	14546
2254	43968	14526
2255	43990	14507
2256	44010	14488
2257	44037	14471
2258	44050	14449
2259	44073	14431
2260	44096	14412
2261	44111	14391
2262	44123	14369
2263	44144	14350
2264	44163	14331
2265	44178	14310
2266	44198	14290
2267	44223	14273
2268	44248	14255
2269	44281	14240
2270	44305	14222
2271	44331	14204
2272	44346	14183
2273	44360	14162
2274	44381	14143
2275	44395	14122
2276	44403	14099
2277	44419	14078
2278	44439	14059
2279	44460	14040
2280	44480	14020
2281	44493	13999
2282	44503	13976
2283	44536	13961
2284	44558	13942
2285	44577	13923
2286	44595	13903
2287	44613	13883
2288	44638	13865
2289	44669	13849
2290	44690	13830
2291	44712	13811
2292	44725	13790
2293	44742	13769
2294	44771	13753
2295	44802	13737
2296	44815	13715
2297	44848	13700
2298	44859	13678
2299	44871	13656
2300	44899	13639
2301	44927	13622
2302	44939	13600
2303	44951	13579
2304	44971	13559
2305	44982	13537
2306	45019	13523
2307	45038	13503
2308	45072	13488
2309	45096	13470
2310	45120	13452
2311	45156	13437
2312	45172	13417
2313	45188	13396
2314	45198	13374
2315	45214	13353
2316	45232	13333
2317	45248	13313
2318	45269	13293
2319	45284	13272
2320	45296	13251
2321	45309	13229
2322	45314	13206
2323	45331	13186
2324	45353	13167
2325	45375	13148
2326	45408	13132
2327	45442	13117
2328	45456	13096
2329	45466	13074
2330	45490	13055
2331	45514	13037
2332	45519	13014
2333	45532	12992
2334	45551	12972
2335	45568	12952
2336	45581	12931
2337	45596	12910
2338	45607	12888
2339	45621	12867
2340	45632	12845
2341	45648	12825
2342	45663	12804
2343	45678	12783
2344	45699	12764
2345	45719	12745
2346	45738	12725
2347	45746	12702
2348	45787	12689
2349	45813	12671
2350	45831	12651
2351	45848	12631
2352	45865	12611
2353	45887	12592
2354	45911	12574
2355	45929	12554
2356	45946	12534
2357	45959	12513
2358	45978	12493
2359	45999	12474
2360	46009	12452
2361	46017	12429
2362	46027	12407
2363	46047	12388
2364	46068	12369
2365	46087	12349
2366	46101	12328
2367	46120	12309
2368	46142	12290
2369	46173	12273
2370	46195	12255
2371	46219	12236
2372	46239	12217
2373	46275	12202
2374	46290	12181
2375	46306	12161
2376	46334	12144
2377	46344	12122
2378	46354	12100
2379	46399	12087
2380	46445	12074
2381	46484	12060
2382	46522	12045
2383	46541	12025
2384	46553	12004
2385	46568	11983
2386	46580	11962
2387	46596	11941
2388	46605	11919
2389	46619	11898
2390	46633	11877
2391	46653	11858
2392	46681	11840
2393	46702	11821
2394	46719	11801
2395	46730	11780
2396	46749	11760
2397	46754	11737
2398	46776	11718
2399	46782	11695
2400	46798	11675
2401	46820	11656
2402	46841	11637
2403	46864	11618
2404	46875	11597
2405	46892	11576
2406	46913	11557
2407	46923	11535
2408	46931	11513
2409	46946	11493
2410	46963	11473
2411	46981	11453
2412	46994	11432
2413	47008	11411
2414	47026	11391
2415	47046	11372
2416	47062	11351
2417	47073	11330
2418	47081	11308
2419	47095	11287
2420	47105	11265
2421	47113	11243
2422	47134	11224
2423	47160	11206
2424	47186	11188
2425	47204	11168
2426	47219	11148
2427	47231	11127
2428	47252	11107
2429	47269	11088
2430	47290	11068
2431	47307	11048
2432	47322	11028
2433	47345	11009
2434	47354	10987
2435	47372	10968
2436	47402	10950
2437	47429	10933
2438	47450	10914
2439	47461	10892
2440	47474	10871
2441	47492	10852
2442	47507	10831
2443	47517	10810
2444	47543	10792
2445	47561	10772
2446	47576	10751
2447	47593	10731
2448	47607	10711
2449	47621	10690
2450	47641	10671
2451	47659	10651
2452	47670	10630
2453	47695	10611
2454	47716	10592
2455	47730	10572
2456	47751	10553
2457	47766	10532
2458	47782	10512
2459	47802	10493
2460	47823	10474
2461	47841	10454
2462	47863	10435
2463	47879	10415
2464	47896	10395
2465	47915	10375
2466	47934	10356
2467	47949	10335
2468	47970	10316
2469	47985	10296
2470	48007	10277
2471	48034	10259
2472	48066	10243
2473	48089	10224
2474	48104	10204
2475	48117	10183
2476	48136	10163
2477	48161	10145
2478	48173	10124
2479	48184	10103
2480	48203	10083
2481	48218	10063
2482	48235	10043
2483	48247	10022
2484	48262	10002
2485	48280	9982
2486	48300	9963
2487	48312	9942
2488	48330	9922
2489	48346	9902
2490	48356	9880
2491	48372	9860
2492	48390	9841
2493	48428	9825
2494	48448	9806
2495	48460	9785
2496	48472	9764
2497	48487	9744
2498	48506	9724
2499	48520	9704
2500	48535	9683
2501	48549	9663
2502	48565	9643
2503	48581	9623
2504	48593	9602
2505	48605	9581
2506	48612	9559
2507	48626	9539
2508	48642	9519
2509	48663	9499
2510	48679	9479
2511	48693	9459
2512	48711	9439
2513	48721	9418
2514	48747	9400
2515	48760	9380
2516	48781	9360
2517	48793	9340
2518	48801	9318
2519	48824	9299
2520	48843	9280
2521	48862	9260
2522	48886	9242
2523	48902	9222
2524	48916	9202
2525	48929	9181
2526	48943	9161
2527	48963	9141
2528	48973	9120
2529	48989	9100
2530	49007	9081
2531	49019	9060
2532	49033	9040
2533	49057	9021
2534	49077	9002
2535	49091	8982
2536	49104	8961
2537	49117	8941
2538	49137	8921
2539	49153	8901
2540	49167	8881
2541	49184	8861
2542	49199	8841
2543	49221	8822
2544	49237	8802
2545	49263	8784
2546	49281	8765
2547	49305	8746
2548	49323	8726
2549	49342	8707
2550	49358	8687
2551	49380	8668
2552	49397	8648
2553	49413	8628
2554	49431	8609
2555	49451	8590
2556	49469	8570
2557	49486	8550
2558	49495	8529
2559	49517	8510
2560	49531	8490
2561	49547	8470
2562	49567	8451
2563	49584	8431
2564	49600	8411
2565	49619	8392
2566	49633	8372
2567	49647	8351
2568	49661	8331
2569	49673	8311
2570	49686	8290
2571	49700	8270
2572	49707	8249
2573	49728	8230
2574	49743	8210
2575	49762	8190
2576	49779	8171
2577	49793	8150
2578	49809	8130
2579	49823	8110
2580	49836	8090
2581	49846	8069
2582	49859	8049
2583	49874	8029
2584	49879	8007
2585	49893	7987
2586	49908	7967
2587	49922	7947
2588	49941	7928
2589	49952	7907
2590	49965	7887
2591	49993	7869
2592	50007	7849
2593	50018	7828
2594	50037	7809
2595	50064	7791
2596	50088	7772
2597	50093	7751
2598	50105	7730
2599	50127	7711
2600	50136	7691
2601	50149	7670
2602	50165	7651
2603	50189	7632
2604	50215	7614
2605	50229	7594
2606	50259	7576
2607	50280	7557
2608	50307	7539
2609	50323	7519
2610	50337	7499
2611	50377	7483
2612	50398	7464
2613	50412	7444
2614	50436	7425
2615	50445	7404
2616	50465	7385
2617	50483	7366
2618	50500	7346
2619	50517	7326
2620	50533	7307
2621	50550	7287
2622	50572	7268
2623	50591	7249
2624	50605	7229
2625	50618	7209
2626	50637	7189
2627	50650	7169
2628	50665	7149
2629	50680	7129
2630	50692	7109
2631	50706	7089
2632	50720	7069
2633	50733	7049
2634	50748	7029
2635	50765	7010
2636	50774	6989
2637	50791	6969
2638	50810	6950
2639	50824	6930
2640	50839	6910
2641	50852	6890
2642	50874	6871
2643	50888	6851
2644	50907	6832
2645	50935	6814
2646	50944	6793
2647	50956	6773
2648	50967	6753
2649	50982	6733
2650	50998	6713
2651	51011	6693
2652	51030	6674
2653	51041	6654
2654	51063	6635
2655	51069	6614
2656	51085	6594
2657	51099	6574
2658	51114	6555
2659	51146	6537
2660	51167	6518
2661	51185	6499
2662	51202	6479
2663	51228	6461
2664	51243	6441
2665	51255	6421
2666	51269	6401
2667	51281	6381
2668	51299	6361
2669	51319	6342
2670	51333	6322
2671	51361	6304
2672	51378	6285
2673	51391	6265
2674	51417	6247
2675	51431	6227
2676	51454	6208
2677	51474	6189
2678	51489	6169
2679	51496	6148
2680	51506	6128
2681	51519	6108
2682	51536	6089
2683	51567	6071
2684	51588	6052
2685	51601	6032
2686	51608	6011
2687	51615	5991
2688	51630	5971
2689	51647	5951
2690	51663	5932
2691	51685	5913
2692	51701	5893
2693	51709	5873
2694	51721	5853
2695	51737	5833
2696	51754	5814
2697	51777	5795
2698	51806	5777
2699	51814	5757
2700	51828	5737
2701	51844	5717
2702	51883	5700
2703	51905	5681
2704	51927	5663
2705	51944	5643
2706	51955	5623
2707	51979	5604
2708	51992	5585
2709	52010	5565
2710	52021	5545
2711	52033	5525
2712	52047	5505
2713	52065	5486
2714	52085	5467
2715	52095	5447
2716	52109	5427
2717	52123	5407
2718	52152	5389
2719	52181	5371
2720	52199	5352
2721	52208	5332
2722	52216	5311
2723	52246	5293
2724	52269	5274
2725	52283	5255
2726	52295	5235
2727	52308	5215
2728	52317	5195
2729	52335	5176
2730	52348	5156
2731	52358	5136
2732	52372	5116
2733	52394	5097
2734	52399	5077
2735	52418	5057
2736	52443	5039
2737	52461	5020
2738	52472	5000
2739	52484	4980
2740	52501	4960
2741	52516	4941
2742	52528	4921
2743	52548	4902
2744	52581	4884
2745	52600	4865
2746	52611	4845
2747	52618	4825
2748	52629	4805
2749	52647	4786
2750	52664	4766
2751	52685	4747
2752	52700	4728
2753	52714	4708
2754	52734	4689
2755	52750	4670
2756	52766	4650
2757	52776	4630
2758	52790	4611
2759	52808	4592
2760	52823	4572
2761	52838	4553
2762	52857	4533
2763	52873	4514
2764	52896	4495
2765	52912	4476
2766	52928	4456
2767	52944	4437
2768	52964	4418
2769	52980	4399
2770	52994	4379
2771	53017	4360
2772	53032	4341
2773	53048	4321
2774	53073	4303
2775	53089	4283
2776	53115	4265
2777	53139	4246
2778	53147	4226
2779	53170	4207
2780	53191	4188
2781	53221	4170
2782	53238	4151
2783	53255	4131
2784	53273	4112
2785	53291	4093
2786	53307	4074
2787	53324	4054
2788	53332	4034
2789	53342	4015
2790	53355	3995
2791	53367	3975
2792	53385	3956
2793	53402	3937
2794	53420	3918
2795	53435	3898
2796	53449	3879
2797	53459	3859
2798	53473	3840
2799	53491	3820
2800	53504	3801
2801	53521	3782
2802	53538	3762
2803	53551	3743
2804	53584	3725
2805	53598	3705
2806	53607	3685
2807	53628	3666
2808	53636	3647
2809	53648	3627
2810	53658	3607
2811	53685	3589
2812	53698	3569
2813	53706	3549
2814	53722	3530
2815	53737	3511
2816	53751	3491
2817	53767	3472
2818	53790	3453
2819	53802	3434
2820	53820	3415
2821	53839	3395
2822	53867	3377
2823	53878	3357
2824	53898	3338
2825	53910	3319
2826	53928	3300
2827	53940	3280
2828	53963	3261
2829	53983	3242
2830	54000	3223
2831	54016	3204
2832	54023	3184
2833	54044	3165
2834	54055	3146
2835	54069	3126
2836	54088	3107
2837	54103	3088
2838	54125	3069
2839	54136	3049
2840	54154	3030
2841	54169	3011
2842	54182	2992
2843	54201	2973
2844	54225	2954
2845	54258	2935
2846	54291	2917
2847	54307	2898
2848	54319	2878
2849	54339	2859
2850	54355	2840
2851	54365	2821
2852	54389	2802
2853	54404	2783
2854	54414	2763
2855	54429	2744
2856	54446	2725
2857	54457	2705
2858	54466	2686
2859	54474	2666
2860	54493	2647
2861	54510	2628
2862	54532	2609
2863	54546	2590
2864	54565	2571
2865	54586	2552
2866	54610	2533
2867	54623	2514
2868	54640	2494
2869	54648	2475
2870	54672	2456
2871	54685	2437
2872	54694	2417
2873	54715	2398
2874	54731	2379
2875	54768	2361
2876	54783	2342
2877	54795	2322
2878	54810	2303
2879	54821	2284
2880	54832	2264
2881	54844	2245
2882	54858	2226
2883	54879	2207
2884	54910	2188
2885	54928	2169
2886	54942	2150
2887	54953	2131
2888	54971	2112
2889	54989	2093
2890	55003	2073
2891	55020	2054
2892	55032	2035
2893	55043	2016
2894	55056	1996
2895	55075	1977
2896	55090	1958
2897	55106	1939
2898	55125	1920
2899	55139	1901
2900	55151	1882
2901	55165	1862
2902	55175	1843
2903	55191	1824
2904	55207	1805
2905	55235	1786
2906	55243	1767
2907	55255	1748
2908	55266	1728
2909	55292	1710
2910	55318	1691
2911	55329	1672
2912	55345	1652
2913	55353	1633
2914	55365	1614
2915	55380	1595
2916	55400	1576
2917	55412	1557
2918	55421	1537
2919	55436	1518
2920	55459	1499
2921	55477	1480
2922	55486	1461
2923	55516	1442
2924	55544	1424
2925	55569	1405
2926	55584	1386
2927	55606	1367
2928	55621	1348
2929	55642	1329
2930	55667	1310
2931	55684	1291
2932	55709	1272
2933	55726	1253
2934	55749	1234
2935	55766	1215
2936	55784	1196
2937	55795	1177
2938	55807	1158
2939	55827	1139
2940	55856	1120
2941	55885	1101
2942	55899	1082
2943	55918	1063
2944	55941	1044
2945	55957	1025
2946	55967	1006
2947	55979	987
2948	55998	968
2949	56024	949
2950	56040	930
2951	56066	911
2952	56088	892
2953	56109	873
2954	56134	854
2955	56158	835
2956	56176	816
2957	56202	798
2958	56215	778
2959	56247	760
2960	56283	741
2961	56320	722
2962	56343	703
2963	56365	684
2964	56381	665
2965	56399	646
2966	56436	627
2967	56463	608
2968	56475	589
2969	56494	570
2970	56521	551
2971	56547	532
2972	56560	513
2973	56581	494
2974	56601	475
2975	56615	456
2976	56634	437
2977	56650	418
2978	56664	399
2979	56679	380
2980	56690	361
2981	56718	342
2982	56754	323
2983	56776	304
2984	56801	285
2985	56828	266
2986	56848	247
2987	56868	228
2988	56892	209
2989	56912	190
2990	56928	171
2991	56945	152
2992	56966	133
2993	56979	114
2994	56998	95
2995	57011	76
2996	57030	57
2997	57043	38
2998	57052	19
2999	57068	0
