iter	RMSE
0	0.3911225307
1	0.3828446916
2	0.374931563
3	0.3670568374
4	0.3593624712
5	0.3518850273
6	0.3445022249
7	0.337334922
8	0.3306913702
9	0.3240010455
10	0.317714669
11	0.311515203
12	0.3052876916
13	0.2992550278
14	0.2937239363
15	0.2880382719
16	0.2827179086
17	0.2772487545
18	0.2719623819
19	0.2669414496
20	0.261914209
21	0.2570054244
22	0.2523077456
23	0.2478228286
24	0.2432921669
25	0.2387932303
26	0.2347147574
27	0.2305442197
28	0.2267296233
29	0.2227393418
30	0.2189446044
31	0.215307859
32	0.211791985
33	0.2083053797
34	0.2046816226
35	0.2012768955
36	0.1979062047
37	0.1947701713
38	0.1917278921
39	0.1887185388
40	0.1858175411
41	0.1830531306
42	0.1801753499
43	0.1774790604
44	0.1748064746
45	0.1723119999
46	0.1698231408
47	0.1673765241
48	0.1648732827
49	0.1624669552
50	0.1601094
51	0.1580156252
52	0.1557946303
53	0.1535958556
54	0.1514600853
55	0.149361773
56	0.1473936496
57	0.145446707
58	0.1434891339
59	0.1415894761
60	0.1397302023
61	0.1379535303
62	0.1361345712
63	0.1345577693
64	0.1329440051
65	0.1312326825
66	0.129732814
67	0.1282016311
68	0.1266674277
69	0.1251433778
70	0.1237107013
71	0.1223670602
72	0.1210412957
73	0.1196322511
74	0.1183320485
75	0.1171313464
76	0.1158377334
77	0.1145479383
78	0.1132926995
79	0.1121424975
80	0.1109258656
81	0.1097550304
82	0.1087366688
83	0.1076208867
84	0.1064752121
85	0.1054119012
86	0.1044387915
87	0.1034468393
88	0.1024669399
89	0.1015947732
90	0.100559651
91	0.09971122189
92	0.09879724897
93	0.09787150003
94	0.09701470715
95	0.09615460505
96	0.09542420121
97	0.09461227561
98	0.09392092404
99	0.09315379464
100	0.09245795614
101	0.09175696212
102	0.09099514654
103	0.09017136676
104	0.08952611106
105	0.08886454298
106	0.08820886766
107	0.08758612605
108	0.08692901863
109	0.08633209447
110	0.08566511447
111	0.08506595685
112	0.084450529
113	0.08384624513
114	0.08338143273
115	0.08280498054
116	0.08221411996
117	0.08179131163
118	0.08125366097
119	0.08075397157
120	0.08032300869
121	0.07979807059
122	0.07923398606
123	0.07869657827
124	0.07823440355
125	0.07774257577
126	0.07722096434
127	0.0768319075
128	0.07644827796
129	0.07599172777
130	0.07561838699
131	0.07524760116
132	0.07477939189
133	0.07435832638
134	0.07400346667
135	0.07363608081
136	0.07324798903
137	0.07286418812
138	0.07241484828
139	0.0720379627
140	0.07179765225
141	0.07146233912
142	0.07106989938
143	0.07073743086
144	0.07037369081
145	0.06999090504
146	0.06958858044
147	0.06926608746
148	0.06892249557
149	0.06862818703
150	0.06837927979
151	0.06806357849
152	0.06783596071
153	0.06759707941
154	0.06737492518
155	0.06703992565
156	0.06673347404
157	0.06642411212
158	0.06622116787
159	0.06606841582
160	0.06579968571
161	0.06546795156
162	0.06511579632
163	0.06494550085
164	0.06470910767
165	0.06436785025
166	0.06408185894
167	0.06379360429
168	0.06360517185
169	0.06340200878
170	0.06322595358
171	0.06302822454
172	0.06278658584
173	0.06251200346
174	0.06224204937
175	0.06195763195
176	0.06174409234
177	0.06144847028
178	0.06126730243
179	0.06098368838
180	0.06082623165
181	0.0606328353
182	0.06045586249
183	0.06024389637
184	0.06006165619
185	0.05986886241
186	0.05964332985
187	0.05943384363
188	0.05924078687
189	0.05902963968
190	0.05880390654
191	0.05864824046
192	0.05847993078
193	0.0583010872
194	0.05819703673
195	0.05811873882
196	0.05794572214
197	0.05782668286
198	0.05764175328
199	0.05750920086
200	0.05735615287
201	0.0571165871
202	0.05687551819
203	0.05669398109
204	0.05648867556
205	0.05620210909
206	0.05597021508
207	0.05581957275
208	0.05562005932
209	0.05541919313
210	0.05530009168
211	0.05516728361
212	0.05494632722
213	0.05482339062
214	0.05469809371
215	0.05455100951
216	0.05439046422
217	0.05419990382
218	0.05406500787
219	0.05383638564
220	0.05372270384
221	0.05353655299
222	0.0532963574
223	0.05317941939
224	0.0530398011
225	0.05288609204
226	0.05259066645
227	0.05246885711
228	0.05228513421
229	0.05208063104
230	0.05187694803
231	0.0516654198
232	0.05154047225
233	0.05145908894
234	0.05126612008
235	0.05110209212
236	0.05084914883
237	0.05067110187
238	0.05057081885
239	0.05037580198
240	0.05023139873
241	0.05001425207
242	0.0499135582
243	0.04977361072
244	0.04970994273
245	0.04960136599
246	0.04950538605
247	0.04935850201
248	0.04926510267
249	0.04913351642
250	0.04903265239
251	0.04887326624
252	0.04866584897
253	0.04846200641
254	0.04831398641
255	0.04821992639
256	0.04801696469
257	0.04780805303
258	0.04760858641
259	0.04742605124
260	0.04727912793
261	0.04719315284
262	0.04707805929
263	0.04696255252
264	0.04685516443
265	0.04678965455
266	0.04672878369
267	0.0466257205
268	0.04650280325
269	0.04643130649
270	0.04630404143
271	0.0462333269
272	0.04617306279
273	0.04610014376
274	0.04603460321
275	0.04582433033
276	0.04575971119
277	0.04566369078
278	0.04545179122
279	0.045255489
280	0.04514530325
281	0.04499773269
282	0.04495284129
283	0.04489265031
284	0.04471656709
285	0.04459673574
286	0.04450899884
287	0.0443493638
288	0.04421277411
289	0.04407212635
290	0.04399614096
291	0.04391871444
292	0.04370168808
293	0.04359686303
294	0.04347163796
295	0.04332804171
296	0.04316353959
297	0.04294654615
298	0.04274499345
299	0.04266102423
300	0.04248472516
301	0.04241517322
302	0.04233607063
303	0.04219223928
304	0.04212154362
305	0.04204376193
306	0.04198833388
307	0.04183250412
308	0.04177308236
309	0.04169957911
310	0.04159822671
311	0.04146882832
312	0.04131734137
313	0.04119327143
314	0.04115204266
315	0.04104995824
316	0.04093107408
317	0.04086268459
318	0.04065503748
319	0.04060194916
320	0.04055211325
321	0.04043458006
322	0.04031361136
323	0.04020650418
324	0.04016223345
325	0.0400691383
326	0.0400147746
327	0.03983237101
328	0.03979303094
329	0.03961935381
330	0.03944326738
331	0.0393742462
332	0.03927343887
333	0.0392472996
334	0.03919773597
335	0.03912228328
336	0.03901105125
337	0.03889315997
338	0.0388436771
339	0.03872510584
340	0.03868598591
341	0.03864260175
342	0.03858263832
343	0.03847500987
344	0.03832106365
345	0.03817324138
346	0.03808548338
347	0.03791266449
348	0.03777615091
349	0.03765194981
350	0.03761400204
351	0.03754308502
352	0.0374936682
353	0.03736666688
354	0.03726248043
355	0.03721257789
356	0.03707279527
357	0.0369558152
358	0.03680370616
359	0.0367664676
360	0.03671364551
361	0.036677664
362	0.03653628777
363	0.03649411545
364	0.03643380723
365	0.03632997123
366	0.03629739731
367	0.03624528087
368	0.03617755783
369	0.03608211415
370	0.03605609139
371	0.03597150168
372	0.03593798297
373	0.03588411158
374	0.03576450722
375	0.0357115855
376	0.03557987674
377	0.03555461667
378	0.03547846157
379	0.0353650777
380	0.03531690162
381	0.03523185736
382	0.03520230507
383	0.03516068738
384	0.03510933462
385	0.03500925016
386	0.03491317933
387	0.03482284663
388	0.0346640599
389	0.03461811669
390	0.03456182603
391	0.03453586131
392	0.03439935434
393	0.03434728414
394	0.03423858654
395	0.03417589516
