iter	RMSE
396	0.03415313371
397	0.03408651731
398	0.03394887202
399	0.0339091722
400	0.03386699222
401	0.03383077263
402	0.03373435294
403	0.03370215977
404	0.03366960221
405	0.03352841644
406	0.0334818217
407	0.03336285763
408	0.03325373753
409	0.03323852741
410	0.03309322607
411	0.03302260525
412	0.03297040523
413	0.03289010037
414	0.03276230962
415	0.03262974606
416	0.03254699623
417	0.0324432294
418	0.03236176264
419	0.03233787131
420	0.03229652572
421	0.03225263522
422	0.03220832142
423	0.03214756958
424	0.03199964702
425	0.03191493228
426	0.03184371672
427	0.03175450641
428	0.03171174556
429	0.03164232605
430	0.03160079125
431	0.03153966759
432	0.03144674043
433	0.03142018927
434	0.03140546357
435	0.03135604344
436	0.0312364329
437	0.03117846347
438	0.03115419229
439	0.03108613605
440	0.03100850841
441	0.03089894041
442	0.03080861241
443	0.03076200001
444	0.03071923281
445	0.03067729734
446	0.03060535761
447	0.03056774944
448	0.03050671109
449	0.03040348718
450	0.03031993249
451	0.0302856506
452	0.03025117481
453	0.0301261731
454	0.03004629027
455	0.02998197491
456	0.02991513494
457	0.02988437828
458	0.02983295072
459	0.02980103659
460	0.02974407691
461	0.02967408207
462	0.02963900768
463	0.02957064154
464	0.02954401862
465	0.02949102462
466	0.02943119493
467	0.02936608971
468	0.02929782022
469	0.02923904252
470	0.02919751907
471	0.0291481495
472	0.0290919407
473	0.02898964534
474	0.02892688219
475	0.02882806777
476	0.02870237203
477	0.0286133988
478	0.02855388714
479	0.02849017367
480	0.0284474562
481	0.02842377531
482	0.02839212446
483	0.02835075481
484	0.02821152633
485	0.02813793586
486	0.02806977519
487	0.02803254034
488	0.02794042047
489	0.02782934259
490	0.02780574642
491	0.02771819364
492	0.02768897686
493	0.02761507498
494	0.02748040036
495	0.02744408353
496	0.02739761308
497	0.02736282985
498	0.02732956628
499	0.02725296756
500	0.02719629377
501	0.02717148737
502	0.02710216197
503	0.02706215919
504	0.02702479745
505	0.02699831251
506	0.02693403493
507	0.02691223959
508	0.02689749123
509	0.02680486273
510	0.0267788541
511	0.02672902851
512	0.02667797628
513	0.02662952807
514	0.02657770805
515	0.02652888275
516	0.02647974413
517	0.02637353096
518	0.02635451827
519	0.02632189262
520	0.02623559018
521	0.02615473148
522	0.02607289144
523	0.02599973516
524	0.02592218761
525	0.02587925026
526	0.02578277263
527	0.02574756874
528	0.02569994871
529	0.02565657912
530	0.02561692714
531	0.02559127372
532	0.02550008777
533	0.02544556671
534	0.02535517595
535	0.02525709844
536	0.02519871123
537	0.02516864245
538	0.02512008502
539	0.02510095629
540	0.02500886219
541	0.02490697314
542	0.02486402549
543	0.02478489362
544	0.02470910714
545	0.02466030746
546	0.02464518787
547	0.0246324194
548	0.02458920664
549	0.0245614559
550	0.02452941526
551	0.02447894633
552	0.02444609364
553	0.02442367855
554	0.02441129657
555	0.02439449903
556	0.02429286265
557	0.02425567358
558	0.02422848465
559	0.02421353559
560	0.02415725888
561	0.02406960304
562	0.02404738769
563	0.02399819191
564	0.02395845881
565	0.02390770299
566	0.02387677663
567	0.02382047021
568	0.02378997723
569	0.0237690773
570	0.02372055825
571	0.02367728779
572	0.02364480272
573	0.0235749621
574	0.02353392326
575	0.02337994307
576	0.02331660116
577	0.02322779188
578	0.02315643762
579	0.0231201369
580	0.02305380904
581	0.02301651216
582	0.02296409092
583	0.02287770706
584	0.02283402044
585	0.02280734813
586	0.02276482513
587	0.02272683108
588	0.02262977407
589	0.02260530314
590	0.0225917755
591	0.02251944565
592	0.02249466295
593	0.02247236138
594	0.02240432821
595	0.02236313123
596	0.02234329956
597	0.02229369274
598	0.02226821697
599	0.02222297791
600	0.02216619937
601	0.02213631137
602	0.0220873559
603	0.02204650852
604	0.02201199396
605	0.02192713264
606	0.02190869008
607	0.02186648538
608	0.02185027152
609	0.02183323791
610	0.0218015193
611	0.02177661394
612	0.02170066624
613	0.02169156726
614	0.02165954032
615	0.0216111882
616	0.02147158995
617	0.02144556081
618	0.02141582103
619	0.02138563367
620	0.02132096975
621	0.02130170208
622	0.02123183881
623	0.02119678984
624	0.02118280434
625	0.02112134346
626	0.02109898826
627	0.02108008532
628	0.02104556855
629	0.02098109294
630	0.02092001925
631	0.02087082633
632	0.02083449174
633	0.02072206185
634	0.02066968257
635	0.02057478456
636	0.02055255568
637	0.02054379726
638	0.0205033338
639	0.02046109756
640	0.02043811363
641	0.02040054954
642	0.02031233742
643	0.02029290477
644	0.02025448823
645	0.02022931453
646	0.02021014109
647	0.02015931299
648	0.02014284442
649	0.02009342322
650	0.02005780174
651	0.02000642544
652	0.01996594333
653	0.01989606783
654	0.01983916301
655	0.0197434987
656	0.0197134599
657	0.01963853997
658	0.01957674173
659	0.01955106162
660	0.01951402021
661	0.01946820593
662	0.01940108602
663	0.01938813759
664	0.01937603323
665	0.01936553667
666	0.01935909105
667	0.01932466239
668	0.01927966429
669	0.01926227252
670	0.01924727246
671	0.01922948599
672	0.01917774056
673	0.01915444049
674	0.01912291005
675	0.01905402538
676	0.01903451882
677	0.0190266011
678	0.01898326522
679	0.01896980591
680	0.01894308738
681	0.01888431069
682	0.01884200586
683	0.01875949172
684	0.01874850869
685	0.01871020044
686	0.01862614663
687	0.01857540581
688	0.01852214583
689	0.01847496525
690	0.01842536609
691	0.01839814041
692	0.01838862366
693	0.01835557442
694	0.01829391492
695	0.01828366969
696	0.01826069926
697	0.01822466082
698	0.01819842572
699	0.01818492546
700	0.01816463313
701	0.01808274119
702	0.01807170271
703	0.01801765711
704	0.01798715876
705	0.01787263637
706	0.01782712341
707	0.01771995519
708	0.01768488691
709	0.01764012003
710	0.01753233645
711	0.01748933918
712	0.01747042733
713	0.01739730942
714	0.01737988533
715	0.01735442521
716	0.01733985276
717	0.01733242798
718	0.017292359
719	0.01726356824
720	0.01720883136
721	0.01720520192
722	0.01718114523
723	0.01708537958
724	0.01706611156
725	0.01705179331
726	0.01703903265
727	0.01702129706
728	0.0170041407
729	0.01697464175
730	0.01683607172
731	0.0167948608
732	0.01678359155
733	0.01672125427
734	0.01667276251
735	0.01664239323
736	0.01657592422
737	0.01653835171
738	0.01652517854
739	0.01648859691
740	0.01636907618
741	0.01630422057
742	0.01628778455
743	0.01624031405
744	0.01621097884
745	0.01619462236
746	0.01617732365
747	0.01615613266
748	0.01611023012
749	0.01610175431
750	0.01607259067
751	0.0160495897
752	0.01601760706
753	0.01595510063
754	0.01592712792
755	0.01589985498
756	0.01587904766
757	0.01583615485
758	0.01580029414
759	0.01577490185
760	0.01574023135
761	0.01571460255
762	0.01568435871
763	0.01566435098
764	0.01560717693
765	0.01557840718
766	0.01554868143
767	0.01553153698
768	0.0154796849
769	0.01544083374
770	0.01543071165
771	0.01536334548
772	0.01535388199
773	0.01530236589
774	0.01519878533
775	0.01518526058
776	0.015153917
777	0.01512911551
778	0.01505862908
779	0.01505201437
780	0.01499244637
781	0.01493732937
782	0.01486418255
783	0.01481311014
784	0.01475978061
785	0.01472438665
786	0.01468373947
787	0.01464986836
788	0.01464237595
789	0.01459976274
790	0.01452244023
791	0.01446067771
792	0.01444361233
793	0.01442564578
794	0.01441051257
795	0.01437004842
796	0.01435439221
797	0.01430322308
798	0.01427482019
799	0.0142611793
800	0.01425152224
801	0.0142429228
802	0.01422281044
803	0.01416041344
804	0.01414200444
805	0.01411557911
806	0.01406916967
807	0.01405231469
808	0.01404192008
809	0.01402756723
810	0.01398279464
811	0.01396896778
812	0.01395990987
813	0.01390463633
814	0.01387483913
815	0.01385146471
816	0.01381150032
817	0.01379224635
818	0.0137858928
819	0.01374754009
820	0.01372955243
821	0.01368771773
822	0.01366138811
823	0.01364887747
824	0.01363731972
825	0.0136065115
826	0.01355763148
827	0.01349713508
828	0.01347090154
829	0.01342588491
830	0.01342116205
831	0.01337615157
832	0.01334326447
833	0.01330308014
834	0.01325070452
835	0.01323335546
836	0.0132169661
837	0.01321168718
838	0.01318743325
839	0.01316535972
840	0.01315243073
841	0.01313450508
842	0.01310014652
843	0.01308110182
844	0.01306021992
845	0.01305105687
846	0.01296890841
847	0.01290071367
848	0.01287262128
849	0.01283596538
850	0.01280534782
851	0.01279724781
852	0.0127856309
853	0.01277190355
854	0.01270455684
855	0.01268059865
856	0.01266376412
857	0.01258077479
858	0.01255160504
859	0.01251348636
860	0.01247365619
861	0.01245162284
862	0.01239991033
863	0.01235581916
864	0.01231971851
865	0.01227307437
866	0.01225098634
867	0.0122420286
868	0.01220101437
869	0.01217129498
870	0.01214700006
871	0.01211969388
872	0.01207960445
873	0.01203943049
874	0.01201749045
875	0.0119710922
876	0.01195088043
877	0.01191961226
878	0.01185831932
879	0.01183419225
880	0.01182419536
881	0.01180609809
882	0.01179214184
883	0.01176443338
884	0.01175080277
885	0.01173644866
886	0.01171224054
887	0.01168806085
888	0.0116821826
889	0.01166711401
890	0.01164040774
891	0.01162214128
892	0.01156759974
893	0.01155413074
894	0.01153163176
895	0.01149311269
896	0.01145960157
897	0.01143768378
898	0.01140976387
899	0.01140668093
900	0.01137239101
901	0.0113525853
902	0.01130878948
903	0.01126838028
904	0.01125385164
905	0.01122576835
906	0.01121862655
907	0.01121431946
908	0.0112022216
909	0.01115210881
910	0.01111623554
911	0.01109820726
912	0.01107445695
913	0.01106186322
914	0.01105444445
915	0.01101874373
916	0.01099642578
917	0.01098220518
918	0.01097523606
919	0.01094413513
920	0.01093907933
921	0.01092662098
922	0.0109197504
923	0.01090416852
924	0.01087067795
925	0.01081321566
926	0.01078290462
927	0.01073358875
928	0.01071692569
929	0.01069779157
930	0.01066535153
931	0.01065917906
932	0.01065570791
933	0.01063983569
934	0.01063131613
935	0.01059370436
936	0.01055654078
937	0.0105315536
938	0.01050811598
939	0.01049913596
940	0.0104636142
941	0.0104224553
942	0.0104156155
943	0.01038041936
944	0.01037363133
945	0.01035881881
946	0.01034528591
947	0.01031821344
948	0.01031664698
949	0.01031003615
950	0.01026920781
951	0.01022012833
952	0.01021049498
953	0.01020031583
954	0.0101943222
955	0.01017119045
956	0.01012579904
957	0.01011028523
958	0.0101013813
959	0.01009101097
960	0.01003857606
961	0.01001441959
962	0.009995718772
963	0.00998429553
964	0.009960130702
965	0.009948181733
966	0.009917669059
967	0.009888924522
968	0.009876215801
969	0.009853868831
970	0.009844901236
971	0.009839016313
972	0.009811540995
973	0.009792777514
974	0.009781500901
975	0.009767558869
976	0.009741929743
977	0.009737509839
978	0.0097251445
979	0.009699347551
980	0.009653327547
981	0.009630708297
982	0.009609906501
983	0.009587678984
984	0.0095471264
985	0.00954259728
986	0.00951474408
987	0.009509542748
988	0.009494848035
989	0.009479908202
990	0.009470124056
991	0.0094652822
992	0.009421433705
993	0.009401797008
994	0.009362117607
995	0.009349999021
996	0.009345844406
997	0.009336429149
998	0.009323779054
999	0.00928959496
1000	0.009283959363
1001	0.00925523286
1002	0.009240489809
1003	0.009205887936
1004	0.009170687024
1005	0.009163063444
1006	0.009150960621
1007	0.009135881437
1008	0.009098598972
1009	0.009069935617
1010	0.009028416764
1011	0.009023052413
1012	0.00902013874
1013	0.009011342267
1014	0.008974531348
1015	0.008969311348
1016	0.008939174242
1017	0.00893438791
1018	0.008919726448
1019	0.00890720928
1020	0.008896373772
1021	0.008885581585
1022	0.008874179678
1023	0.008864072593
1024	0.008861904023
1025	0.00884965562
1026	0.008824154162
1027	0.008812782898
1028	0.008799823442
1029	0.008772972781
1030	0.008762379315
1031	0.008738531856
1032	0.008709873617
1033	0.008699820409
1034	0.008652227393
1035	0.008638806349
1036	0.008629804582
1037	0.008588342757
1038	0.008556421113
1039	0.008535034814
1040	0.008515429004
1041	0.008453582831
1042	0.00844236675
1043	0.008435094021
1044	0.008400628773
1045	0.008392341915
1046	0.008385639545
1047	0.008361086263
1048	0.008348161848
1049	0.008329628027
1050	0.008316115012
1051	0.008296948083
1052	0.008292769266
1053	0.008260161011
1054	0.008254380632
1055	0.00822992201
1056	0.00820562403
1057	0.008184416076
1058	0.008171039674
1059	0.008153024059
1060	0.008141024966
1061	0.008137719637
1062	0.008118045927
1063	0.008103521157
1064	0.008081080047
1065	0.008069724055
1066	0.008052534813
1067	0.008047794768
1068	0.008032280058
1069	0.008024939636
1070	0.008012751029
1071	0.008010055912
1072	0.007986937974
1073	0.007973613546
1074	0.007957014336
1075	0.007951255199
1076	0.007943150981
1077	0.007940923939
1078	0.007935367241
1079	0.00790354556
1080	0.00789011074
1081	0.007861241458
1082	0.007848982093
1083	0.007846514633
1084	0.007835176195
1085	0.007823695975
1086	0.007819219992
1087	0.007810824186
1088	0.007805716765
1089	0.007785118156
1090	0.007779543731
1091	0.007767687026
1092	0.007762693653
1093	0.007723292868
1094	0.007720138167
1095	0.007713197478
1096	0.007708994095
1097	0.007693942453
1098	0.007685828027
1099	0.007669745113
1100	0.007658256402
1101	0.007649607661
1102	0.007640194904
1103	0.007631600316
1104	0.007604951027
1105	0.007583125957
1106	0.007567123553
1107	0.007540719952
1108	0.007527389699
1109	0.007499199927
1110	0.00747415069
1111	0.007436764768
1112	0.007431407455
1113	0.007420382816
1114	0.007411998092
1115	0.007401286056
1116	0.007388491777
1117	0.00738596507
1118	0.007375330682
1119	0.0073581583
1120	0.007350548359
1121	0.007326585488
1122	0.007305200635
1123	0.007293034023
1124	0.00728240143
1125	0.007270255521
1126	0.007263601579
1127	0.007256842008
1128	0.007249045484
1129	0.007224154837
1130	0.007212570442
1131	0.007197753814
1132	0.007188111747
1133	0.007165095697
1134	0.007161388899
1135	0.00714154929
1136	0.007128752554
1137	0.007120991115
1138	0.007115324956
1139	0.00709655332
1140	0.007078401541
1141	0.007072490606
1142	0.007066990021
1143	0.007049692042
1144	0.007023687944
1145	0.007016269719
1146	0.007011028716
1147	0.007008667478
1148	0.007002253147
1149	0.006998559711
1150	0.006991297963
1151	0.006985136001
1152	0.006971307969
1153	0.006956546114
1154	0.006925927522
1155	0.00691457983
1156	0.006905926302
1157	0.006900876364
1158	0.006893913589
1159	0.006889023968
1160	0.006866901622
1161	0.006855710616
1162	0.006853458927
1163	0.006831047419
1164	0.00682583921
1165	0.006817921225
1166	0.006813466526
1167	0.006810426104
1168	0.006791194575
1169	0.006768417027
1170	0.006756482773
1171	0.006745306546
1172	0.006734955734
1173	0.006730793978
1174	0.006727872847
1175	0.006719343466
1176	0.006717843438
1177	0.006696473744
1178	0.006676990652
1179	0.006661090996
1180	0.006654356969
1181	0.006646832534
1182	0.006626510119
1183	0.006619351414
1184	0.006609031719
1185	0.006603999854
1186	0.006581218726
1187	0.006553515673
1188	0.006549227987
1189	0.00653014879
1190	0.006523263032
1191	0.006484768634
1192	0.006458724004
1193	0.006448992178
1194	0.006438487253
1195	0.006433477324
1196	0.0064150683
1197	0.006403797264
1198	0.00639974013
1199	0.006394149049
1200	0.006372238343
1201	0.006364728952
1202	0.006358513621
1203	0.006341686799
1204	0.006331113391
1205	0.006314629438
1206	0.006278442093
1207	0.006273336989
1208	0.006270256783
1209	0.006263227382
1210	0.006260041762
1211	0.006252347435
1212	0.006238861703
1213	0.006233769238
1214	0.006228190181
1215	0.006216316642
1216	0.006212609637
1217	0.006204424178
1218	0.006200184913
1219	0.006193853492
1220	0.006186470624
1221	0.006174445004
1222	0.006167986326
1223	0.006165828071
1224	0.006160605493
1225	0.006147422494
1226	0.00614040172
1227	0.006127818908
1228	0.006114680886
1229	0.006098388843
1230	0.006079502105
1231	0.006077434197
1232	0.006058885698
1233	0.00605252553
1234	0.00602986782
1235	0.006027687226
1236	0.006020618347
1237	0.006008573646
1238	0.005985382025
1239	0.005971070733
1240	0.005964445445
1241	0.005958674
1242	0.005952268161
1243	0.005939181481
1244	0.005929278372
1245	0.005925095359
1246	0.005903253804
1247	0.005885086611
1248	0.005883503071
1249	0.005878112416
1250	0.005852010183
1251	0.005846271143
1252	0.005843570681
1253	0.005836692541
1254	0.005834570968
1255	0.005815982099
1256	0.005811176639
1257	0.005800278866
1258	0.005793301705
1259	0.005789111004
1260	0.005784631801
1261	0.00577778526
1262	0.005774315272
1263	0.005759239592
1264	0.005751721218
1265	0.005748244425
1266	0.005718156292
1267	0.005716546211
1268	0.005709980882
1269	0.005706294822
1270	0.005700056005
1271	0.005693010273
1272	0.005670900962
1273	0.005658755117
1274	0.005654188474
1275	0.005635999015
1276	0.005634526204
1277	0.005627563044
1278	0.005619457115
1279	0.005614219223
1280	0.005599435531
1281	0.005595708109
1282	0.005590248213
1283	0.005573269395
1284	0.005567251639
1285	0.005557370509
1286	0.005540585936
1287	0.005518040467
1288	0.005510742055
1289	0.00550470258
1290	0.005495973131
1291	0.00549246015
1292	0.0054852968
1293	0.00547760802
1294	0.005456352457
1295	0.005439198387
1296	0.005417396899
1297	0.005401740742
1298	0.005396711054
1299	0.005389308553
1300	0.005377583007
1301	0.005366275415
1302	0.005360445587
1303	0.005346528999
1304	0.005343181414
1305	0.00533161748
1306	0.005329689468
1307	0.005327693236
1308	0.005324305954
1309	0.005318489466
1310	0.005301221786
1311	0.005291336567
1312	0.005282587409
1313	0.005277773913
1314	0.005276496142
1315	0.005267204191
1316	0.005263291351
1317	0.00524745712
1318	0.005219411851
1319	0.005207068434
1320	0.005202897454
1321	0.005199050073
1322	0.005196636228
1323	0.00519280603
1324	0.005186807021
1325	0.005180367804
1326	0.005179096369
1327	0.00515714037
1328	0.005146259133
1329	0.005135575684
1330	0.005129886079
1331	0.005125719956
1332	0.005117299418
1333	0.005113848899
1334	0.005101364618
1335	0.005099942644
1336	0.005089964695
1337	0.005085423045
1338	0.005079081329
1339	0.005062615166
1340	0.005058139161
1341	0.005042727825
1342	0.005019091674
1343	0.005000442213
1344	0.004991967463
1345	0.004990284405
1346	0.004980585969
1347	0.004974556601
1348	0.004972697506
1349	0.004960138869
1350	0.004951185533
1351	0.004934209858
1352	0.004915512169
1353	0.004913037451
1354	0.004899366637
1355	0.004889245952
1356	0.004888230089
1357	0.004882815251
1358	0.004878558592
1359	0.004875872987
1360	0.004869543
1361	0.004859997452
1362	0.004838525478
1363	0.00482709325
1364	0.004820860854
1365	0.004810501821
1366	0.004808371701
1367	0.004804460033
1368	0.004801038762
1369	0.004789589294
1370	0.004778111089
1371	0.004759147496
1372	0.00474969173
1373	0.004736797971
1374	0.004718789651
1375	0.004704171638
1376	0.004703140408
1377	0.004681494304
1378	0.004674029382
1379	0.00467240225
1380	0.004667550744
1381	0.004661839246
1382	0.004656733204
1383	0.004655103221
1384	0.004650591224
1385	0.004643088834
1386	0.004638265499
1387	0.00463478392
1388	0.004626957892
1389	0.004616978963
1390	0.004614362072
1391	0.004606191447
1392	0.004599757117
1393	0.004580210763
1394	0.004573564719
1395	0.004568486618
1396	0.00456646292
1397	0.004550435931
1398	0.004546126259
1399	0.004542837013
1400	0.004537851653
1401	0.004516266421
1402	0.004507526755
1403	0.004503317304
1404	0.004483960163
1405	0.004473534944
1406	0.004464904681
1407	0.004461609954
1408	0.004460104425
1409	0.004452319758
1410	0.004446616974
1411	0.004439112208
1412	0.004425032988
1413	0.004417501755
1414	0.004414233206
1415	0.004412751195
1416	0.004409395769
1417	0.004398746719
1418	0.004391169339
1419	0.004382050404
1420	0.004378612735
1421	0.004376172931
1422	0.004366967425
1423	0.004353219466
1424	0.004351520364
1425	0.004349896342
1426	0.004345094365
1427	0.004340667312
1428	0.004335320226
1429	0.004330523771
1430	0.004326552646
1431	0.00432119773
1432	0.004309133554
1433	0.004304305711
1434	0.004295059157
1435	0.004275290031
1436	0.004267185915
1437	0.004263178866
1438	0.004256983482
1439	0.004255104277
1440	0.00424855562
1441	0.004244213252
1442	0.004228947697
1443	0.004227474215
1444	0.004223632333
1445	0.004207860168
1446	0.004206026746
1447	0.004197071653
1448	0.00418402922
1449	0.004183141652
1450	0.004177948367
1451	0.004167289742
1452	0.004165646629
1453	0.004158952877
1454	0.004154574771
1455	0.004146567147
1456	0.00414439544
1457	0.004138890871
1458	0.004117103076
1459	0.004115031491
1460	0.004112617372
1461	0.004110142628
1462	0.004103571188
1463	0.004101597186
1464	0.004095930089
1465	0.004090270778
1466	0.004076740331
1467	0.004063935096
1468	0.004052266276
1469	0.004040519992
1470	0.004029218629
1471	0.004023526764
1472	0.004016372948
1473	0.004008298323
1474	0.003994817982
1475	0.003983689971
1476	0.003976196376
1477	0.003970158038
1478	0.003966860039
1479	0.003957738484
1480	0.003952480152
1481	0.003948602367
1482	0.003943655704
1483	0.003940607138
1484	0.0039380201
1485	0.003920526843
1486	0.003912592659
1487	0.003904908576
1488	0.003897639088
1489	0.003895592016
1490	0.003890667091
1491	0.003883287997
1492	0.003878263675
1493	0.003867176032
1494	0.00385538691
1495	0.003840802649
1496	0.003839172023
1497	0.003829711463
1498	0.003825194402
1499	0.003819871686
